STAID,GEOL_REEDBUSH_DOM,GEOL_REEDBUSH_DOM_PCT,GEOL_HUNT_DOM_DESC,STREAMS_KM_SQ_KM,STRAHLER_MAX,MAINSTEM_SINUOUSITY,HIRES_LENTIC_PCT,BFI_AVE,PERDUN,PERHOR,TOPWET,CONTACT,RUNAVE7100,PPTAVG_BASIN,T_AVG_BASIN,PET,SNOW_PCT_PRECIP,PRECIP_SEAS_IND,BAS_COMPACTNESS,LAT_CENT,LONG_CENT,DIVISION.x,PROVINCE.x,SECTION.x,STANAME,DRAIN_SQKM.x,LAT_GAGE.x,LNG_GAGE.x,STATE.x,geometry.x,HGA,HGB,HGAD,HGC,HGD,HGAC,HGBD,HGCD,HGBC,HGVAR,AWCAVE,PERMAVE,BDAVE,OMAVE,WTDEPAVE,ROCKDEPAVE,NO4AVE,NO200AVE,NO10AVE,CLAYAVE,SILTAVE,SANDAVE,KFACT_UP,RFACT,X26,ELEV_MEAN_M_BASIN,ELEV_MAX_M_BASIN,ELEV_MIN_M_BASIN,ELEV_MEDIAN_M_BASIN,ELEV_STD_M_BASIN,ELEV_SITE_M,RRMEAN,RRMEDIAN,SLOPE_PCT,ASPECT_DEGREES,ASPECT_NORTHNESS,ASPECT_EASTNESS,DEVNLCD06,FORESTNLCD06,PLANTNLCD06,WATERNLCD06,SNOWICENLCD06,DEVOPENNLCD06,DEVLOWNLCD06,DEVMEDNLCD06,DEVHINLCD06,BARRENNLCD06,DECIDNLCD06,EVERGRNLCD06,MIXEDFORNLCD06,SHRUBNLCD06,GRASSNLCD06,PASTURENLCD06,CROPSNLCD06,WOODYWETNLCD06,EMERGWETNLCD06,RIP100_DEV,RIP100_FOREST,RIP100_PLANT,RIP100_11,RIP100_12,RIP100_21,RIP100_22,RIP100_23,RIP100_24,RIP100_31,RIP100_41,RIP100_42,RIP100_43,RIP100_52,RIP100_71,RIP100_81,RIP100_82,RIP100_90,RIP100_95,Flashiness,Mean.x,NinetiethP.x,TenthP.x,gauge_id,soil_depth_pelletier,soil_depth_statsgo,soil_porosity,soil_conductivity,max_water_content,sand_frac,silt_frac,clay_frac,water_frac,organic_frac,other_frac,geol_1st_class,glim_1st_class_frac,geol_2nd_class,glim_2nd_class_frac,carbonate_rocks_frac,geol_porostiy,geol_permeability,ParentMaterial,RestrictDepth,PercentResid,VarB,aridity,runoff_ratio,slope_fdc,stream_elas,...1,Mean.y,Median,StandardDeviation,IQR,TenthP.y,NinetiethP.y,Count,DIVISION.y,PROVINCE.y,SECTION.y,station_nm,DRAIN_SQKM.y,huc_cd,LAT_GAGE.y,LNG_GAGE.y,STATE.y,alt_va,geometry.y
01547700,sedimentary,100,Sandy and stony colluvium derived mostly from sandstone and shale,0.57,3,1.23,0.02,54.8,1.9,1.6,10.45,17.5,562,104.85,9.05,635.4,21.9,0.098,1.58,41.044653,-77.745786,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"Marsh Creek at Blanchard, PA",113.5386,41.059509,-77.605826,PA,"c(-77.6058264102606, 41.0595091596201)",6.82,32.27,0,50.02,1.81,0,9.08,0,0,0,0.1,4.49,1.41,0.67,5.33,38.68,67.84,40.85,57.67,19.41,51.53,29.05,0.22,101.58,NA,395.7,672,183,377,114.4,186,0.435,0.397,17.8,106.2,-0.279,0.96,4.66,84.56,10.76,0.01,0,4.13,0.49,0.04,0,0.01,73.56,7.07,3.93,0,0,7.84,2.92,0,0,13.52,68.07,18.37,0.04,0,12.22,1.3,0,0,0,55.14,9.9,3.03,0,0,13.19,5.18,0,0,0.32676600755926277,1.31398683506907,2.97419555992411,0.0711220677373158,1547700,1.209677419,1.11913939,0.455840592,1.162355466,0.493580337,30.56813564,53.84608157,15.54771803,0,0,0,Siliciclastic sedimentary rocks,0.99702473,Carbonate sedimentary rocks,0.00297527,0.00297527,0.1826,-15.1697,Colluvium,98,0.31468868470089,0.5152831186571558,0.748768234250764,0.429971169656749,1.84077502895272,2.38480397517291,11,60.9678077941042,27,119.739246895004,59,3.3,138,10957,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"Marsh Creek at Blanchard, PA",113.5386,02050204,41.059509,-77.605826,PA,586.16,"c(1524035.1377, 2153608.922)"
01548500,sedimentary,100,"Till, or ground moraine",0.69,5,1.72,0.13,38,1.8,2.8,11.45,60.9,548,97.36,6.98,561.7,26.6,0.116,1.3,41.710954,-77.510203,APPALACHIAN HIGHLANDS,APPALACHIAN PLATEAUS,ALLEGHENY MOUNTAIN,"Pine Creek at Cedar Run, PA",1557.047,41.521736,-77.44748,PA,"c(-77.4474798296304, 41.5217358601219)",1.72,14.05,0,83.16,0.55,0,0.53,0,0,0,0.11,2.01,1.39,1.06,3.81,48.28,69.4,45.38,60.61,17.92,57.17,24.91,0.24,84.11,NA,571.2,787,238,571,100.4,239,0.607,0.607,17,159.8,-0.939,0.345,2.08,80.49,10.95,0.16,0,1.78,0.21,0.07,0.02,0.19,61.46,2.01,17.02,5.05,0.6,8.04,2.91,0.09,0.38,5.06,77.42,11.19,0.7,0,4.22,0.55,0.22,0.08,0.02,52.38,3.01,22.03,3.78,0.1,9.36,1.83,0.33,1.4,0.2520139311938925,1.38421542707899,3.17456056239792,0.125725170788037,1548500,1.029566626,1.339110992,0.455161395,1.221725203,0.571262014,29.48293235,50.45132375,14.67219303,0,0,5.4792987,Siliciclastic sedimentary rocks,1,NA,0,0,0.2004,-14.8083,Till,74,0.177416379877934,0.4190422455630235,0.720435520609989,0.455212892499828,1.72819889426657,1.10720797436017,12,880.788098932189,465,1333.17065330344,840,80,2020,10957,APPALACHIAN HIGHLANDS,APPALACHIAN PLATEAUS,ALLEGHENY MOUNTAIN,"Pine Creek at Cedar Run, PA",1557.047,02050205,41.521736,-77.44748,PA,780.36,"c(1526950.9439, 2206920.2648)"
01549500,sedimentary,100,Sandy and stony colluvium derived mostly from sandstone and shale,0.63,3,1.21,0.12,38.2,1.3,3.4,11.71,92.3,553.3,102.7,7.36,575.6,27,0.104,1.38,41.514044,-77.136149,APPALACHIAN HIGHLANDS,APPALACHIAN PLATEAUS,ALLEGHENY MOUNTAIN,"Blockhouse Creek near English Center, PA",97.4853,41.473683,-77.230809,PA,"c(-77.2308090702823, 41.473683360099)",0.12,1.31,0,93.86,4.43,0,0.27,0,0,0,0.11,1.1,1.45,0.77,3.21,50.84,69.03,43.57,60.16,18.68,53.77,27.56,0.25,89.03,NA,538.2,721,320,540,79.4,319,0.544,0.549,17.5,203.1,-0.92,-0.392,5.07,73.7,19.24,0.03,0,4.22,0.73,0.09,0.02,0.06,48.6,3.73,21.38,1.77,0.06,13.88,5.36,0,0.08,10.76,68.87,18.79,0.16,0,9.15,1.36,0.11,0.13,0.03,35.55,7.57,25.75,1.08,0,15.49,3.3,0,0.32,0.3404167771887439,1.47155337537358,3.23805743019717,0.0978947595175888,1549500,0.950920245,1.464194271,0.454524347,1.252028739,0.634780048,31.28929924,52.53684544,15.55964706,0,0,0.619790281,Siliciclastic sedimentary rocks,1,NA,0,0,0.1958,-15.0026,Till,76,0.069480604618929,0.4830489555612232,0.688371175474727,0.453494786847218,1.66070246009029,1.00829010161093,13,58.6247741170028,29.5,105.032477342105,52.7,3.9,129,10957,APPALACHIAN HIGHLANDS,APPALACHIAN PLATEAUS,ALLEGHENY MOUNTAIN,"Blockhouse Creek near English Center, PA",97.4853,02050205,41.473683,-77.230809,PA,1041.85,"c(1545608.0665, 2205148.0563)"
01550000,sedimentary,100,Sandy and stony colluvium derived mostly from sandstone and shale,0.74,4,1.36,0.19,37.3,1.2,3.4,11.27,76.1,636.5,102.27,7.55,583,26.2,0.098,1.97,41.53111,-76.952269,APPALACHIAN HIGHLANDS,APPALACHIAN PLATEAUS,ALLEGHENY MOUNTAIN,"Lycoming Creek near Trout Run, PA",452.6757,41.41841,-77.032746,PA,"c(-77.0327459792435, 41.4184095702455)",0,0,0,97.7,2.3,0,0,0,0,0,0.11,1.12,1.4,0.96,3.61,46.96,67.25,44.06,58.37,17.98,57.64,24.38,0.24,90.44,NA,525.8,727,212,543,106.4,212,0.609,0.643,16.5,167.7,-0.977,0.214,2.05,81.81,11.98,0.14,0,1.99,0.05,0.01,0,0.31,63.82,2.53,15.46,3.08,0.3,8.57,3.41,0.22,0.1,3.81,84.38,8.85,0.56,0,3.66,0.13,0.02,0,0.26,54.75,5.02,24.61,1.33,0.14,6.56,2.28,0.33,0.35,0.3307493708755056,1.60894830432929,3.44879568309057,0.145952168406654,1550000,1.172366621,1.294545644,0.45700722,1.19884973,0.542218006,27.68659,50.82056569,14.24547524,0,0,7.33765606,Siliciclastic sedimentary rocks,1,NA,0,0,0.2116,-14.3602,Till,76,0.020782802872068,0.43275750849170086,0.680435161645977,0.496449757656269,1.74260256807022,1.56375710036878,14,297.64274618965,162,502.140798654511,269,27,638,10957,APPALACHIAN HIGHLANDS,APPALACHIAN PLATEAUS,ALLEGHENY MOUNTAIN,"Lycoming Creek near Trout Run, PA",452.6757,02050206,41.41841,-77.032746,PA,693.95,"c(1562928.807, 2202322.1734)"
01552000,sedimentary,100,"Till, or ground moraine",0.74,5,1.56,0.4,37.2,1.3,3.6,11.26,115,635.9,113.41,7.42,580.8,26.5,0.08,1.34,41.465244,-76.603128,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"Loyalsock Creek at Loyalsockville, PA",1129.486,41.325078,-76.912464,PA,"c(-76.9124637905715, 41.3250783599784)",1.62,3.3,0,88.04,3.48,0,0.11,3.45,0,0,0.11,1.41,1.45,0.79,3.27,50.22,68.65,42.83,59.98,17.97,53.51,28.52,0.24,103.78,NA,509.3,747,180,522,103.7,180,0.581,0.603,13,191.7,-0.979,-0.203,2.58,81.6,10.63,0.39,0,2.41,0.13,0.03,0,0.24,47.7,6.01,27.89,3.43,0.47,6.22,4.42,0.17,0.49,4.35,81.85,7.91,1.47,0,3.96,0.33,0.05,0.01,0.06,35.96,9.6,36.29,1.86,0.21,4.63,3.28,0.37,1.92,0.33466408187162305,1.68109915197476,3.46635549267543,0.179817191182538,1552000,3.89556429,1.454987015,0.451261463,1.332821341,0.628217325,33.44363478,50.04951843,15.41812417,0,0,1.171333955,Siliciclastic sedimentary rocks,1,NA,0,0,0.2093,-14.4365,Till,76,0.140941039379507,0.39048626924511126,0.664844849124805,0.494463815495184,1.6708611448027,1.21432539065678,15,775.961567947431,450,1249.86551202428,673,83,1600,10957,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"Loyalsock Creek at Loyalsockville, PA",1129.486,02050206,41.325078,-76.912464,PA,586.33,"c(1574791.2779, 2194069.3386)"
01552500,sedimentary,100,"Till, or ground moraine",0.64,3,1.23,0.16,38.3,1.3,4,11.36,79.9,637.2,122.85,6.82,561.5,27.9,0.066,1.68,41.374658,-76.46636,APPALACHIAN HIGHLANDS,APPALACHIAN PLATEAUS,ALLEGHENY MOUNTAIN,"Muncy Creek near Sonestown, PA",60.6384,41.357024,-76.534671,PA,"c(-76.5346708396875, 41.3570241802218)",0,0.91,0,91.05,3.48,0,0,4.56,0,0,0.11,0.99,1.46,0.86,3.03,51.4,68.83,43.25,60.45,17.99,53.55,28.45,0.25,129.74,NA,562.6,740,314,563,90.9,335,0.583,0.585,15.7,274.1,0.071,-0.997,2.5,75.46,8.57,0.16,0,2.4,0.07,0.03,0,0,48.29,3.47,23.71,11.62,1.59,7.19,1.38,0,0.1,3.27,87.16,1.78,0.97,0,3.1,0.13,0.04,0,0,33.42,7.16,46.58,6.04,0.27,1.69,0.09,0,0.52,0.39671737534824486,1.96809428158068,4.03539671231431,0.189663645478773,1552500,1.663461538,1.500000015,0.451239662,1.337832805,0.653209126,33.79184094,50.72028339,15.6106045,0,0,0,Siliciclastic sedimentary rocks,1,NA,0,0,0.1948,-15.0374,Till,76,0.244055683763864,0.4043941581143504,0.632609791042611,0.547203753444974,1.60336053021287,1.1824889906512,16,48.7707757597883,27,83.9246851611064,42.7,4.7,100,10957,APPALACHIAN HIGHLANDS,APPALACHIAN PLATEAUS,ALLEGHENY MOUNTAIN,"Muncy Creek near Sonestown, PA",60.6384,02050206,41.357024,-76.534671,PA,1025.01,"c(1604800.4264, 2203892.1054)"
01557500,sedimentary,100,Sandy and stony colluvium derived mostly from sandstone and shale,0.57,3,1.17,0.05,50.6,2,1,10.62,22.4,508.6,108.1,8.44,606.4,23.1,0.1,2.37,40.742363,-78.212097,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"Bald Eagle Creek at Tyrone, PA",115.2963,40.683673,-78.233624,PA,"c(-78.2336243905531, 40.6836733304599)",10.17,32.32,0,44.98,1.7,0,10.84,0,0,0,0.1,5.16,1.39,0.7,5.15,39.82,67.2,39.67,57.75,18.61,50.23,31.16,0.22,105.04,NA,496.6,783,280,466,131.2,290,0.431,0.37,14.6,142,-0.788,0.616,7.54,88.44,3.91,0.03,0,4.86,1.91,0.71,0.05,0.08,76.28,3.93,8.23,0,0,3.39,0.52,0,0,13.86,82.5,3.48,0.09,0,9.13,3.84,0.77,0.12,0.06,67.2,10.51,4.79,0,0,2.87,0.61,0,0,0.2907334759143809,1.56929776747237,3.48915620015559,0.154932118376739,1557500,1.115789474,1.166896876,0.447073834,1.364428033,0.503174677,36.55620691,47.19386205,16.26041119,0,0,0,Siliciclastic sedimentary rocks,0.926013295,Carbonate sedimentary rocks,0.045960106,0.045960106,0.1592,-15.272,Colluvium,91,0.457197539959639,0.4005662296312552,0.748341846336992,0.507252635070237,1.76891150738684,1.62476427003451,17,73.9412448662955,42.1,108.534987595136,69,7.3,164.4,10957,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"Bald Eagle Creek at Tyrone, PA",115.2963,02050302,40.683673,-78.233624,PA,921.8,"c(1480460.2954, 2102356.0775)"
01564500,sedimentary,100,Sandy and stony colluvium derived mostly from sandstone and shale,0.82,5,2.29,0.13,40.2,2.3,0.8,11.76,52.3,451.5,103.05,10.27,671.2,19.2,0.072,1.06,40.098319,-78.013158,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"Aughwick Creek near Three Springs, PA",445.5612,40.212581,-77.925276,PA,"c(-77.9252764405553, 40.2125814396817)",8.7,27.65,0,50.87,1.45,0,11.33,0,0,0,0.1,5.38,1.38,0.75,5.26,39.4,66.3,39.67,57.52,18.67,49.74,31.58,0.22,111.59,NA,361.8,746,188,329,103.8,189,0.312,0.253,13.1,50.7,0.633,0.774,6.13,76.62,16.81,0.42,0,4.95,0.87,0.27,0.04,0.02,69.25,4.59,2.78,0,0,12.73,4.07,0,0,7.93,74.97,15.14,1.94,0,6.53,1.02,0.33,0.05,0,63.58,7.52,3.87,0,0,11.36,3.79,0.01,0,0.3807534413266966,1.34761573566628,3.23475877163451,0.076887305268053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Residuum,76,0.537496092014545,0.49658087815709423,NA,NA,NA,NA,18,245.380173405129,101,479.123266014829,233,14,589,10957,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"Aughwick Creek near Three Springs, PA",445.5612,02050304,40.212581,-77.925276,PA,618.65,"c(1515823.1468, 2055381.4887)"
01567500,sedimentary,100,Sandy and stony colluvium derived mostly from sandstone and shale,0.81,2,1.36,0.06,48.5,1.8,2.1,11.14,118.5,537.5,107.84,10.6,694.6,18,0.065,2.03,40.387633,-77.440762,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"Bixler Run near Loysville, PA",38.7729,40.370916,-77.402209,PA,"c(-77.4022090298228, 40.3709161492609)",27.18,26.55,0,42.28,0.93,0,3.06,0,0,0,0.12,2.4,1.45,0.55,4.97,56.92,69.67,47.54,60.36,26.09,51.76,22.15,0.24,119.91,NA,273.4,607,184,255,68.2,184,0.211,0.168,10.6,119.3,-0.489,0.872,6.09,50.88,42.91,0.02,0,5.5,0.55,0.02,0.02,0,47.56,1.91,1.4,0,0,25.56,17.35,0.08,0.02,11.39,40.95,47.13,0.08,0,9.77,1.52,0.1,0,0,36.42,2.3,2.23,0,0,31.72,15.41,0.35,0.1,0.3672236738126031,1.29122175018989,2.56862138246043,0.258755470960387,1567500,0.892307692,1.416348584,0.458927241,0.914900534,0.642425438,26.44161296,50.68463305,23.04234711,0,0,0,Siliciclastic sedimentary rocks,0.551590719,Carbonate sedimentary rocks,0.225621091,0.225621091,0.1141,-14.897,Residuum,81,0.604552316804091,0.28202127228476664,0.757527404378139,0.403572520340108,1.46006944907113,1.64536187419807,19,20.4595062517112,10.8,38.7944678259912,16.1,4.1,40.7,10957,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"Bixler Run near Loysville, PA",38.7729,02050305,40.370916,-77.402209,PA,601.22,"c(1555687.2091, 2081243.4054)"
01568000,sedimentary,100,Sandy and stony colluvium derived mostly from sandstone and shale,0.78,6,1.7,0.05,49.9,1.9,0.8,11.55,55.2,540.3,109.33,10.59,693.5,18,0.061,1.12,40.319353,-77.407539,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"Sherman Creek at Shermans Dale, PA",534.3948,40.323419,-77.16887,PA,"c(-77.1688703399942, 40.3234192791764)",21.11,31.93,0,38.59,1.21,0,7.16,0,0,0,0.1,4.98,1.4,0.64,4.88,47.98,68.68,41.39,59.61,19.98,49.32,30.7,0.22,120.9,NA,304.7,686,129,263,123.3,131,0.316,0.241,13.4,43,0.732,0.681,5.59,69.96,23.9,0.44,0,4.59,0.91,0.07,0.01,0,64.26,1.95,3.75,0.02,0,15.98,7.92,0.09,0,10.1,60.93,26.42,2.13,0,8.44,1.49,0.16,0.01,0,50.76,3.53,6.64,0.01,0,18.71,7.72,0.4,0.01,0.3633410163259363,1.38892761580951,3.01024224038108,0.164844418396287,1568000,1.029761905,1.360851902,0.444740844,1.291120109,0.592339233,37.51563587,43.69022765,18.88365774,0,0,0,Siliciclastic sedimentary rocks,0.531926571,Mixed sedimentary rocks,0.21264211,0.113782284,0.1027,-15.5296,Residuum,81,0.553107975327569,0.3719524564666226,0.72827972735798,0.427469830225647,1.68624894497609,1.78634257291124,20,303.3247631651,155,526.369863785912,273,36,657.4,10957,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"Sherman Creek at Shermans Dale, PA",534.3948,02050305,40.323419,-77.16887,PA,422.63,"c(1575998.7059, 2079870.0507)"
01596500,sedimentary,100,Sandy and stony colluvium derived mostly from sandstone and shale,0.76,3,1.49,0.23,40.8,2.1,0.8,10.91,8,516.9,112.7,8.28,583.3,23.1,0.068,1.77,39.63227,-79.05802,APPALACHIAN HIGHLANDS,APPALACHIAN PLATEAUS,ALLEGHENY MOUNTAIN,"SAVAGE RIVER NEAR BARTON, MD",124.6505,39.570056,-79.101944,MD,"c(-79.1019444395842, 39.5700555590169)",27.38,15.73,0,51.54,4.47,0,0.88,0,0,0,0.11,5.78,1.39,0.67,4.96,40.11,73.28,44.15,62.83,18.49,51.73,29.77,0.21,106.96,NA,754.9,919,490,766,69.3,490,0.618,0.643,16.7,228.8,-0.659,-0.752,4.07,83,11.87,0.2,0,3.78,0.24,0.05,0,0.77,65.51,15.27,2.21,0,0,11.25,0.62,0.08,0.01,4.69,89.09,5.03,0.93,0,4.39,0.19,0.11,0,0.05,57.16,29.18,2.74,0,0,4.95,0.09,0.17,0.03,0.35219119444680247,1.52143136967372,3.65134516107035,0.0745973742584266,1596500,1,1.010107237,0.444503428,1.494552717,0.367686862,32.22422226,39.35727857,13.25394826,0,0,15.20869938,Siliciclastic sedimentary rocks,1,NA,0,0,0.1762,-15.2383,Residuum,140,0.568949709667566,0.5216653263241303,0.735266198306452,0.463635893331234,1.81922288196779,1.85521439330626,21,77.501912932372,36,131.149951064536,77.2,3.8,186,10957,APPALACHIAN HIGHLANDS,APPALACHIAN PLATEAUS,ALLEGHENY MOUNTAIN,"SAVAGE RIVER NEAR BARTON, MD",124.6505,02070002,39.570056,-79.101944,MD,1603.44,"c(1430956.2406, 1966356.2126)"
01605500,sedimentary,100,Sandy and stony colluvium derived mostly from sandstone and shale,0.53,4,1.27,0.03,40.7,1.7,0.9,10.98,13.6,354.8,106.7,9.19,604.9,20.3,0.057,2.05,38.524336,-79.459195,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"SOUTH BRANCH POTOMAC RIVER AT FRANKLIN, WV",463.8492,38.635672,-79.33782,WV,"c(-79.3378199289465, 38.6356724699086)",13.15,34.34,0,45.79,5.42,0,1.3,0,0,0,0.11,5.88,1.39,0.66,5.58,37.74,70.42,41.42,61.44,20.78,45.94,33.28,0.22,109.28,NA,870.3,1380,521,856,145.2,532,0.407,0.39,20.7,84.4,0.097,0.995,4.27,71.22,24.33,0.07,0,4.2,0.04,0.02,0,0.08,62.48,7.65,1.09,0,0.01,24.09,0.24,0.02,0.01,11.14,54.73,33.49,0.48,0,10.88,0.17,0.09,0.01,0.05,44.11,9.27,1.35,0,0,33.34,0.15,0.09,0.02,0.3087789528464552,0.998421190753678,2.06268977072721,0.176199075044217,1605500,0.950413223,0.882129822,0.437575282,1.626467031,0.363314624,43.14885864,38.42399305,15.89296092,0,0,0.482946373,Siliciclastic sedimentary rocks,0.642279562,Mixed sedimentary rocks,0.192518711,0.165201728,0.1845,-13.8824,Residuum,68,0.68455230509377,0.2873592503553747,0.784054676164488,0.314546729407771,1.50398177264464,1.90503009613894,22,189.25903988318,95,446.753711053832,152,33.4,391,10957,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"SOUTH BRANCH POTOMAC RIVER AT FRANKLIN, WV",463.8492,02070001,38.635672,-79.33782,WV,1692.92,"c(1429455.9345, 1859709.8801)"
01606500,sedimentary,100,Sandy and stony colluvium derived mostly from sandstone and shale,0.67,7,1.41,0.02,38.9,2.3,2.3,10.41,13.4,356.4,105.09,9.28,608.1,19.5,0.071,1.4,38.698481,-79.418651,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"SO. BRANCH POTOMAC RIVER NR PETERSBURG, WV",1684.547,38.991221,-79.175871,WV,"c(-79.1758705904554, 38.9912210703961)",17.37,26.65,0,52.07,1.85,0,2.06,0,0,0,0.11,5.14,1.4,0.7,5.46,40.19,71.1,43.91,62.47,21.32,48.5,30.19,0.22,107.56,NA,838,1480,287,827,215.7,297,0.462,0.453,24.4,82.1,0.137,0.991,3.72,81.84,13.97,0.26,0,3.61,0.09,0.03,0,0.17,73.88,6.36,1.6,0.01,0.02,13.8,0.16,0.01,0,8.79,71.4,18.14,1.42,0,8.44,0.27,0.07,0.01,0.21,63.2,6.44,1.77,0,0.01,17.95,0.19,0.03,0.01,0.3009099046290106,1.17028698481304,2.67281352197356,0.140903756321432,1606500,0.950409996,0.94351507,0.445370004,1.361674588,0.388659077,36.48168771,42.44837078,16.68095777,0,0,2.873438394,Siliciclastic sedimentary rocks,0.653422514,Carbonate sedimentary rocks,0.218157716,0.218157716,0.1651,-14.1648,Residuum,68,0.653895264241968,0.35749218508359004,0.742997773725896,0.35981723587233,1.70438134279501,2.07378631355448,23,805.64096011682,411,1512.31664058877,735,97,1840,10957,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"SOUTH BRANCH POTOMAC RIVER NEAR PETERSBURG, WV",1684.547,02070001,38.991221,-79.175871,WV,965.88,"c(1436186.5966, 1901386.3138)"
01620500,sedimentary,100,Sandy and stony colluvium derived mostly from sandstone and shale,0.43,2,1.25,0.01,45.3,1.3,0.7,9.76,9.6,375.5,115.14,9.03,600.2,19,0.06,1.71,38.390207,-79.278836,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"NORTH RIVER NEAR STOKESVILLE, VA",44.74026,38.337626,-79.240036,VA,"c(-79.2400362489737, 38.3376256594967)",0.5,49.89,0,37.07,8.08,0,4.47,0,0,0,0.11,5.13,1.43,0.67,5.26,41.28,71.11,41.62,63.41,19.09,45.92,34.99,0.22,124.55,NA,961.3,1319,636,971,154,665,0.476,0.49,25.8,132.7,-0.678,0.735,2.28,97.68,0,0.03,0,2.27,0.01,0,0,0,70.25,14.46,12.97,0,0,0,0,0,0,9.59,90.11,0,0.3,0,9.5,0.09,0,0,0,45.49,30.75,13.87,0,0,0,0,0,0,0.3663174448743724,1.56597019154447,3.39099504562557,0.060162815325615,1620500,0.95,0.980107516,0.437617743,1.680787944,0.415023994,43.24541766,40.57751938,16.14530893,0,0,0,Siliciclastic sedimentary rocks,1,NA,0,0,0.15,-15.9424,Residuum,173,0.884953433052454,0.5570726735406965,0.743749164716161,0.480365976915241,1.49207861509594,1.98393488163238,25,28.6317586930729,12,75.7270823638515,25.8,1.1,62,10957,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"NORTH RIVER NEAR STOKESVILLE, VA",44.74026,02070005,38.337626,-79.240036,VA,2050.67,"c(1443619.0916, 1828296.0818)"
01632000,sedimentary,100,Sandy and stony colluvium derived mostly from sandstone and shale,0.49,4,2.26,0.04,43,1.8,1.7,10.95,38.9,317.3,100.02,10.37,653.6,14.7,0.101,2.3,38.70096,-78.961769,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"N F SHENANDOAH RIVER AT COOTES STORE, VA",543.357,38.637063,-78.852803,VA,"c(-78.8528030003582, 38.637062540304)",1.91,24.29,0,52.16,3.86,0,17.78,0,0,0,0.09,4.51,1.38,0.84,5.64,32.55,63.09,37.04,55.87,18.39,47.86,33.75,0.22,107.5,NA,600,1225,321,575,160.6,322,0.309,0.281,21.2,92.7,-0.048,0.999,2.27,90.01,7.54,0.11,0,2.02,0.22,0.03,0,0.07,79.3,4.91,5.8,0,0,7.17,0.37,0,0,6.76,78.35,14.1,0.77,0,5.91,0.76,0.09,0,0.01,65.62,7.33,5.39,0,0,13.27,0.84,0,0.01,0.4526551208646382,0.912535859371957,2.00405074380196,0.0238684695329222,1632000,1.092771084,0.841600538,0.443421976,1.488407594,0.361665749,39.07847384,44.40340266,16.45024511,0,0,0,Siliciclastic sedimentary rocks,0.90437461,Mixed sedimentary rocks,0.081565788,0.014059601,0.1627,-15.5394,Residuum,79,0.819958844154443,0.6224412644659557,0.869994138595365,0.322975927031301,1.5278155857037,1.67304116673991,26,202.628829971708,64.4,579.720326218235,181,5.3,445,10957,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"N F SHENANDOAH RIVER AT COOTES STORE, VA",543.357,02070006,38.637063,-78.852803,VA,1050.68,"c(1470591.752, 1867263.6716)"
